From,Edge,To
47344,41429,76766
54941,41430,83440
73164,41431,67737
86111,41432,20156
76026,41433,70363
90590,41434,94845
50335,41435,71201
43268,41436,99566
85003,41437,14804
5172,41438,87269
44184,41439,19621
98387,41440,62774
10564,41441,99679
16078,41442,45124
83722,41443,21804
25835,41444,58869
38440,41445,15002
89213,41446,89680
33612,41447,76992
94069,41448,30355
50501,41449,13846
76514,41450,75268
66028,41451,5348
71118,41452,26194
31103,41453,72943
45748,41454,59423
5534,41455,72856
94385,41456,65659
18501,41457,32300
47571,41458,4972
42929,41459,57145
40851,41460,82308
69179,41461,1872
46008,41462,48820
17083,41463,10454
97745,41464,10572
20150,41465,5657
58341,41466,71869
20907,41467,60563
999,41468,50896
14190,41469,82356
22541,41470,53733
19620,41471,57753
89462,41472,44543
63881,41473,23051
34172,41474,35497
56471,41475,84835
62347,41476,17050
30594,41477,96964
80301,41478,16958
97553,41479,25517
80267,41480,61951
311,41481,67013
61179,41482,48825
72046,41483,87210
33240,41484,48683
22789,41485,81000
9103,41486,21662
55867,41487,24578
68665,41488,74589
75430,41489,33806
51644,41490,47097
6672,41491,90564
82473,41492,26849
61634,41493,84656
52785,41494,78493
3187,41495,14639
45375,41496,55553
27521,41497,27615
81468,41498,1622
1186,41499,59390
14607,41500,5485
61661,41501,39956
85598,41502,65912
79085,41503,13386
10001,41504,79078
74696,41505,5107
92220,41506,61507
92034,41507,71270
41844,41508,43285
65923,41509,20253
23961,41510,63356
86612,41511,74764
34339,41512,39587
52079,41513,93499
92200,41514,34604
84299,41515,5864
35525,41516,4157
89833,41517,6021
73252,41518,79511
41529,41519,43909
52949,41520,6403
25622,41521,46738
73712,41522,85055
84347,41523,30410
96572,41524,97844
39729,41525,9017
80116,41526,78364
72397,41527,60969
88682,41528,39655
89378,41529,98918
87700,41530,28470
96459,41531,62951
19979,41532,24342
86041,41533,54934
11389,41534,30307
27300,41535,24271
6315,41536,26555
96236,41537,23614
61877,41538,27511
53538,41539,34947
83754,41540,16145
8593,41541,32819
57245,41542,50894
6888,41543,91624
89163,41544,27764
40751,41545,67671
51910,41546,79890
73396,41547,47382
14964,41548,44279
56980,41549,30365
51104,41550,29251
55993,41551,11382
72744,41552,37894
62094,41553,48038
20031,41554,69626
56053,41555,11856
56242,41556,47753
11851,41557,68752
30816,41558,16412
49700,41559,85987
43935,41560,59124
41827,41561,38795
69937,41562,28890
50685,41563,10338
50012,41564,63999
1430,41565,43618
76345,41566,4220
99291,41567,955
17206,41568,39863
3396,41569,15023
7105,41570,98258
84630,41571,83503
52677,41572,48904
52497,41573,30678
26019,41574,95044
83903,41575,10335
98783,41576,80298
60188,41577,25460
72968,41578,54641
31815,41579,65497
28018,41580,27630
12612,41581,7412
92549,41582,97952
66991,41583,35232
31109,41584,41025
27390,41585,64983
75817,41586,96327
35760,41587,92099
46982,41588,6945
19208,41589,29512
34454,41590,88006
96388,41591,71358
42883,41592,67848
49382,41593,73145
90035,41594,36883
65845,41595,969
16791,41596,99963
25178,41597,18393
67202,41598,55560
39534,41599,70751
59695,41600,86633
74708,41601,61159
61634,41602,5399
45545,41603,65898
28695,41604,71930
35198,41605,50288
85974,41606,51371
30144,41607,47370
45393,41608,60770
55835,41609,68991
3689,41610,31799
52678,41611,4783
9651,41612,83487
53355,41613,478
63619,41614,144
98509,41615,17063
55490,41616,3581
6973,41617,70832
61777,41618,53737
23584,41619,68171
86663,41620,92307
56523,41621,49251
12980,41622,4849
24467,41623,78597
67,41624,40828
31921,41625,9459
87764,41626,88400
58463,41627,96237
66974,41628,32959
36047,41629,14162
15980,41630,86492
53108,41631,57854
95602,41632,67305
57185,41633,90624
81239,41634,16799
4229,41635,89609
58985,41636,85158
4813,41637,19300
49279,41638,32761
75085,41639,99943
59771,41640,84077
58392,41641,3846
7880,41642,6122
96224,41643,27177
32082,41644,30232
36646,41645,94070
875,41646,20324
67276,41647,1498
72730,41648,26672
37426,41649,33575
31708,41650,16391
96437,41651,87671
46002,41652,58166
40356,41653,89575
6351,41654,86112
45218,41655,88017
12608,41656,31499
50959,41657,71482
96761,41658,44203
39204,41659,31481
1996,41660,58799
92690,41661,79326
45570,41662,35232
25703,41663,58451
36865,41664,52503
80044,41665,29523
73049,41666,37170
56646,41667,40943
35737,41668,37593
46602,41669,19524
70931,41670,3394
78981,41671,92080
56071,41672,82965
85719,41673,11652
33331,41674,8131
33081,41675,30206
63301,41676,15954
94062,41677,20312
1312,41678,45694
87915,41679,40313
55340,41680,73186
14523,41681,42405
80576,41682,19011
10412,41683,87385
78414,41684,1036
24127,41685,93712
77693,41686,36360
67718,41687,32109
83964,41688,15439
10861,41689,69924
82991,41690,23630
91839,41691,43013
68249,41692,9623
37423,41693,21716
95543,41694,98419
89597,41695,2802
48981,41696,96100
61772,41697,93291
9921,41698,57146
82727,41699,81645
89081,41700,96243
70153,41701,6477
39170,41702,3485
24414,41703,8537
22053,41704,2280
15804,41705,58456
12195,41706,52187
40842,41707,43433
77332,41708,44759
69565,41709,84426
98854,41710,52182
66383,41711,5522
56008,41712,93925
88907,41713,18105
180,41714,4438
66767,41715,30620
18280,41716,3326
33164,41717,84132
2589,41718,38107
85736,41719,39067
19273,41720,61505
16722,41721,4184
13973,41722,42961
11924,41723,79680
47542,41724,84358
48252,41725,66533
72845,41726,68729
61616,41727,93517
4705,41728,68310
7963,41729,77735
18381,41730,8738
71877,41731,19416
14639,41732,41224
83493,41733,49854
97768,41734,79627
57266,41735,93478
54951,41736,76668
76716,41737,57234
76741,41738,30731
94753,41739,51780
73690,41740,36971
10460,41741,36976
24407,41742,61492
87186,41743,12891
39500,41744,61686
92620,41745,32955
74484,41746,18512
25585,41747,57022
55357,41748,80064
99515,41749,47910
44354,41750,5869
3053,41751,39487
59158,41752,79361
62947,41753,2982
78454,41754,3808
19606,41755,1166
11720,41756,28399
90286,41757,20045
36467,41758,81513
57221,41759,22135
56581,41760,85320
77470,41761,61176
99320,41762,28585
7877,41763,67504
52962,41764,6836
86620,41765,37255
59677,41766,49451
41367,41767,15523
75617,41768,70696
55484,41769,61768
32937,41770,55935
23248,41771,74283
9143,41772,81792
44905,41773,16167
45552,41774,62862
81880,41775,3684
16383,41776,76732
88322,41777,78728
67783,41778,31852
43775,41779,1443
75003,41780,24584
18203,41781,14319
92830,41782,1308
84612,41783,994
62651,41784,42387
12854,41785,99296
64710,41786,48282
97243,41787,63892
73185,41788,84320
63178,41789,62392
64812,41790,60782
52159,41791,42477
27765,41792,29807
91742,41793,52683
1282,41794,4831
7234,41795,67042
26098,41796,73446
49624,41797,67308
1232,41798,5038
57179,41799,78323
12021,41800,93959
37422,41801,42288
57237,41802,89654
50589,41803,66513
70352,41804,84917
93529,41805,90462
11649,41806,23207
51267,41807,92491
23582,41808,51483
13021,41809,76377
98701,41810,83932
37141,41811,70667
23408,41812,95362
94153,41813,12692
62816,41814,90076
30596,41815,47013
21347,41816,34924
60664,41817,31489
25015,41818,39270
14810,41819,34038
64831,41820,99268
23666,41821,83912
17424,41822,953
71554,41823,11548
22943,41824,24798
5901,41825,41989
94446,41826,7483
51547,41827,50585
47636,41828,94891
92631,41829,22549
91568,41830,16310
71640,41831,10669
95393,41832,8634
69245,41833,43471
95325,41834,18804
288,41835,6109
53531,41836,6969
21339,41837,20224
80912,41838,26850
39408,41839,79367
47897,41840,22438
31546,41841,6090
27726,41842,64094
16375,41843,94264
34492,41844,49899
53025,41845,89230
58228,41846,97098
73755,41847,14681
74896,41848,23955
65285,41849,82510
15392,41850,39056
91520,41851,12972
73258,41852,462
39434,41853,87857
9615,41854,75812
56251,41855,34976
58075,41856,82394
52180,41857,17270
85944,41858,74577
5804,41859,44131
72514,41860,51343
29989,41861,49500
31784,41862,4574
53014,41863,4156
63528,41864,9211
36082,41865,74401
18762,41866,56930
95491,41867,96181
70862,41868,55438
12550,41869,209
30620,41870,95108
13089,41871,43920
87120,41872,78291
16814,41873,74576
40139,41874,1425
33706,41875,33578
53920,41876,2756
85980,41877,17525
96764,41878,55460
2295,41879,65071
28285,41880,33286
16407,41881,4280
82773,41882,71189
67243,41883,70357
67272,41884,14175
47180,41885,48483
22851,41886,59443
17153,41887,73
8373,41888,79306
18273,41889,34474
42800,41890,73439
16930,41891,39495
89466,41892,18764
66621,41893,92481
75055,41894,84421
508,41895,73761
99936,41896,80626
36933,41897,75436
56361,41898,73621
13741,41899,52693
96902,41900,32713
29343,41901,23593
74895,41902,53029
99214,41903,65558
60138,41904,88951
13525,41905,71528
80884,41906,94381
79966,41907,18738
65570,41908,63183
13786,41909,51010
91894,41910,78701
80260,41911,33324
16700,41912,35701
17739,41913,98904
59575,41914,98701
52630,41915,50937
45603,41916,97317
61559,41917,61324
75400,41918,45781
62257,41919,63341
42065,41920,78913
99780,41921,28309
24750,41922,22776
85219,41923,97452
53405,41924,72106
53728,41925,48210
66160,41926,73851
16530,41927,81624
88976,41928,5121
19937,41929,1173
67336,41930,75067
76140,41931,5366
36397,41932,34935
94130,41933,71363
48075,41934,90390
72720,41935,47415
41555,41936,3889
88471,41937,55001
49213,41938,68199
78704,41939,78195
14888,41940,34034
5331,41941,88400
6070,41942,12281
70332,41943,70950
93637,41944,43789
98611,41945,39284
62723,41946,41027
94586,41947,71803
21338,41948,75618
17923,41949,61051
98168,41950,28701
36174,41951,48346
56473,41952,44582
11240,41953,48900
40585,41954,80698
57742,41955,59015
30311,41956,81226
63680,41957,20132
89161,41958,36237
16561,41959,80499
60847,41960,56573
11117,41961,70422
550,41962,21576
25303,41963,16211
264,41964,78466
67620,41965,62958
4548,41966,17203
74309,41967,61540
56187,41968,41364
93893,41969,18814
48745,41970,19884
56144,41971,25190
45473,41972,74306
10264,41973,47511
28448,41974,90301
75685,41975,10707
70608,41976,64969
5637,41977,73587
88106,41978,92222
95009,41979,40338
35938,41980,37303
92005,41981,20229
6036,41982,17661
58938,41983,46358
4687,41984,48561
30334,41985,77559
78023,41986,56765
94858,41987,20284
41821,41988,2714
60499,41989,3528
30761,41990,26678
19532,41991,80731
48194,41992,21698
85424,41993,53972
84721,41994,53309
36076,41995,73850
85067,41996,76044
4761,41997,9085
64135,41998,4714
31891,41999,76957
42690,42000,20855
88420,42001,82612
48881,42002,32021
10512,42003,95601
56567,42004,51563
29585,42005,24732
66238,42006,3971
66814,42007,65014
47577,42008,89866
36165,42009,23024
456,42010,86699
79721,42011,1268
36282,42012,24957
84723,42013,77247
5496,42014,88469
39821,42015,69123
67054,42016,23601
38649,42017,60861
92174,42018,89414
33096,42019,6193
68706,42020,32729
72610,42021,59089
10080,42022,15336
95572,42023,14719
21750,42024,86888
48021,42025,46050
43248,42026,19219
48420,42027,50696
68989,42028,23502
87182,42029,22374
72544,42030,75138
59040,42031,45200
10163,42032,7001
55363,42033,13963
73525,42034,43488
68746,42035,27809
19649,42036,91224
57243,42037,37569
40601,42038,88233
4987,42039,73003
30460,42040,69288
94166,42041,4630
35058,42042,39297
4470,42043,84765
89043,42044,14342
99515,42045,39531
91379,42046,47012
3184,42047,73816
61963,42048,18406
88009,42049,15375
77234,42050,60591
31621,42051,39690
56896,42052,20959
46582,42053,40707
50215,42054,17181
21957,42055,23666
58307,42056,24272
9905,42057,31264
3496,42058,293
6389,42059,21812
61329,42060,32504
86876,42061,63832
10954,42062,86315
97936,42063,90929
5513,42064,30557
98059,42065,69979
2256,42066,28447
40875,42067,64106
94468,42068,35893
70206,42069,98092
44005,42070,98684
53139,42071,34255
32523,42072,51893
81603,42073,92355
52176,42074,15054
32898,42075,30660
34051,42076,50966
19801,42077,91359
39320,42078,52850
42012,42079,16409
84811,42080,21488
69385,42081,2474
87479,42082,79777
80724,42083,39071
90461,42084,59967
73627,42085,24860
57352,42086,29940
87840,42087,10664
23275,42088,23995
12602,42089,25379
34458,42090,28431
30393,42091,15329
76510,42092,6230
75916,42093,50521
16520,42094,57068
51673,42095,10268
66662,42096,93451
73913,42097,93688
75020,42098,47840
89531,42099,53771
11877,42100,79319
50317,42101,95503
84079,42102,69849
18928,42103,58979
73492,42104,41956
20789,42105,81087
89584,42106,17375
37806,42107,27077
40487,42108,48653
75676,42109,33985
49451,42110,49702
30678,42111,73166
84112,42112,25878
56012,42113,94550
9735,42114,98733
38622,42115,37680
89043,42116,97572
78363,42117,53097
47436,42118,50640
14951,42119,48593
2381,42120,30081
20315,42121,77730
68076,42122,15163
44237,42123,57640
23491,42124,17459
61241,42125,60188
68652,42126,32209
16755,42127,1535
29400,42128,86934
53325,42129,55043
58641,42130,9428
20264,42131,82913
67972,42132,80294
92005,42133,46392
84726,42134,75202
68990,42135,32242
89550,42136,42189
25534,42137,92421
29140,42138,45598
16260,42139,367
27953,42140,93972
37887,42141,94711
97357,42142,75445
54494,42143,76667
70871,42144,75249
94335,42145,99462
72133,42146,33158
68209,42147,36265
40657,42148,6683
94705,42149,68825
52900,42150,33701
98294,42151,45366
61128,42152,8046
86860,42153,26160
90883,42154,5852
98328,42155,53148
72985,42156,40315
97853,42157,73810
48706,42158,50876
60751,42159,86619
74577,42160,90267
16125,42161,15355
70551,42162,42723
68692,42163,6075
21116,42164,27247
48697,42165,14513
84059,42166,95476
11039,42167,54118
16177,42168,1755
69660,42169,80331
35966,42170,19213
72207,42171,8803
23661,42172,12200
35110,42173,77971
32245,42174,39783
5009,42175,97936
5323,42176,38725
52062,42177,71670
89475,42178,42951
89043,42179,7822
5715,42180,24653
34688,42181,61888
49188,42182,36028
37468,42183,50638
88460,42184,34050
76097,42185,7414
76066,42186,95537
69784,42187,62268
90394,42188,46804
87296,42189,85811
47707,42190,97715
74372,42191,17680
66912,42192,13451
31061,42193,2387
4364,42194,450
97834,42195,97326
84390,42196,99877
37696,42197,75280
91314,42198,95706
53477,42199,49093
50915,42200,10198
63822,42201,37683
62142,42202,77557
50887,42203,34934
3910,42204,85600
4445,42205,96298
11123,42206,90082
91286,42207,35497
57921,42208,16535
27378,42209,47953
27542,42210,73038
93190,42211,60599
42529,42212,99731
64330,42213,32879
34241,42214,68179
50228,42215,49260
51707,42216,23062
7664,42217,42978
6381,42218,64907
88192,42219,37770
95103,42220,26103
33823,42221,66075
62285,42222,55455
84341,42223,93823
26953,42224,70641
86730,42225,7153
2484,42226,29960
77384,42227,74384
69540,42228,95751
18986,42229,76321
98802,42230,34665
46570,42231,19918
49198,42232,45901
91719,42233,29761
13906,42234,32902
768,42235,28759
84996,42236,76279
19968,42237,31151
37834,42238,79699
33361,42239,4222
43216,42240,49716
80286,42241,57568
52170,42242,98822
89796,42243,83154
34454,42244,87806
95332,42245,50926
31322,42246,11693
24957,42247,35532
30923,42248,58220
42087,42249,92180
77707,42250,34787
62995,42251,96585
99849,42252,53449
36619,42253,14123
88744,42254,69464
33211,42255,51264
67694,42256,30519
25279,42257,95577
41298,42258,81399
84412,42259,89208
82118,42260,63179
32187,42261,73083
75664,42262,86199
92374,42263,80089
57146,42264,29241
47422,42265,81363
97687,42266,50266
87101,42267,26773
89903,42268,89242
80147,42269,53569
53125,42270,55965
2229,42271,22022
24372,42272,76299
81734,42273,47618
21030,42274,28603
75041,42275,90290
29580,42276,57735
18628,42277,6643
34493,42278,15257
95799,42279,95751
91836,42280,31456
91328,42281,3653
86169,42282,17927
73688,42283,88370
17552,42284,64212
936,42285,61942
84876,42286,86801
97446,42287,92974
29826,42288,19156
97439,42289,9799
1093,42290,93602
74672,42291,190
89908,42292,53751
90426,42293,14368
12540,42294,16261
23969,42295,2936
12365,42296,29176
73659,42297,67865
91868,42298,43616
51640,42299,15394
2118,42300,84969
6734,42301,60854
52264,42302,83794
79002,42303,61468
19764,42304,38410
59837,42305,86243
84004,42306,21736
68764,42307,12978
35133,42308,14170
94676,42309,39191
62890,42310,12205
53350,42311,88990
1207,42312,9088
2151,42313,81369
894,42314,98780
93972,42315,30320
15613,42316,10026
18666,42317,63405
36503,42318,71058
19304,42319,87522
80412,42320,30332
29695,42321,86670
55458,42322,12103
60270,42323,63271
9801,42324,59823
37340,42325,9176
85299,42326,41915
77091,42327,27787
30563,42328,66631
43612,42329,16255
87261,42330,21458
52102,42331,21273
59305,42332,78857
42461,42333,43221
72177,42334,1169
55271,42335,75434
334,42336,49838
81790,42337,25148
12923,42338,73523
21409,42339,31319
54567,42340,14393
18825,42341,83869
43476,42342,30701
1402,42343,21331
72829,42344,66773
18504,42345,6423
96786,42346,51318
91028,42347,89678
48880,42348,43011
276,42349,7152
36342,42350,87314
58996,42351,30381
13894,42352,88874
36853,42353,65844
6371,42354,22832
20725,42355,57136
51822,42356,87065
73896,42357,90848
83559,42358,69780
7162,42359,35039
4538,42360,7960
81864,42361,74358
23344,42362,73223
17448,42363,21946
7596,42364,53936
56156,42365,91959
11195,42366,67059
42879,42367,92098
16392,42368,28037
92946,42369,87764
667,42370,84913
86653,42371,39576
48015,42372,43136
4342,42373,41413
68380,42374,26721
94127,42375,77895
75157,42376,37539
92759,42377,60820
49612,42378,73043
46427,42379,83679
72240,42380,45597
99167,42381,14369
95624,42382,94675
56914,42383,58984
9371,42384,68233
66950,42385,67614
10221,42386,90604
83121,42387,65119
23197,42388,19950
28051,42389,25269
82954,42390,3462
9550,42391,2118
24207,42392,63777
90325,42393,44375
66632,42394,24633
99726,42395,82452
77126,42396,3603
23253,42397,78671
81661,42398,40571
33453,42399,26363
23668,42400,54214
69826,42401,37748
76019,42402,63721
62348,42403,13299
16544,42404,67145
16281,42405,56516
73244,42406,88432
69352,42407,14871
99899,42408,17529
68069,42409,6776
73454,42410,62609
56401,42411,45505
96834,42412,2765
99976,42413,66417
1700,42414,49819
26049,42415,47020
73551,42416,33275
15927,42417,8694
78889,42418,56118
142,42419,87028
60581,42420,26662
62904,42421,37910
94802,42422,23277
31820,42423,43689
9925,42424,20120
91169,42425,67466
80926,42426,38878
12335,42427,32115
23283,42428,25258
84216,42429,21384
69531,42430,16162
32687,42431,73521
64179,42432,24412
24804,42433,40916
78720,42434,5811
37924,42435,92250
47771,42436,4254
69344,42437,16460
91734,42438,55792
52659,42439,73801
24075,42440,54952
8591,42441,26130
54441,42442,30452
98130,42443,10240
58390,42444,89161
66395,42445,31722
48241,42446,76939
25197,42447,65921
58786,42448,74740
71878,42449,86089
20694,42450,64563
9454,42451,22287
11524,42452,23322
67465,42453,7552
42270,42454,12891
17928,42455,15325
49295,42456,31924
79335,42457,31050
68429,42458,3526
40001,42459,8767
9451,42460,88657
3049,42461,19783
82780,42462,69610
62505,42463,60973
54984,42464,51369
89028,42465,20742
58589,42466,48664
90220,42467,65286
69657,42468,89361
87979,42469,54916
31038,42470,44554
69119,42471,20488
30643,42472,83323
99938,42473,58749
49247,42474,43098
62634,42475,2635
26317,42476,75645
77823,42477,38450
86436,42478,52522
26529,42479,80340
81811,42480,30104
7079,42481,92060
27693,42482,34143
28703,42483,8916
2204,42484,92280
99238,42485,88426
53368,42486,97721
8786,42487,9624
87072,42488,89637
27288,42489,11310
31292,42490,84461
52628,42491,95681
34680,42492,7913
27200,42493,13805
38206,42494,29192
17358,42495,80255
88795,42496,7815
81572,42497,36210
65769,42498,13582
48698,42499,7267
29806,42500,7433
74531,42501,122
77051,42502,72985
16207,42503,90189
55277,42504,91311
44207,42505,95413
83583,42506,48789
71652,42507,65637
98182,42508,42692
99515,42509,90539
57438,42510,29034
97933,42511,53720
86221,42512,40757
16433,42513,10585
79860,42514,35748
19320,42515,47328
18607,42516,13090
27741,42517,13007
53225,42518,75734
63877,42519,65302
58506,42520,77907
4980,42521,29790
27299,42522,85283
17364,42523,82512
47844,42524,58440
54651,42525,84014
11535,42526,98733
83868,42527,60199
23289,42528,51710
76138,42529,99894
50827,42530,56723
6931,42531,20261
64075,42532,85114
85795,42533,89113
16496,42534,41315
44964,42535,49607
19417,42536,12270
31684,42537,65174
47574,42538,89646
96873,42539,47627
77849,42540,65673
23451,42541,18493
381,42542,76309
90526,42543,10587
18578,42544,35461
5133,42545,69498
57528,42546,89253
5952,42547,83052
66267,42548,8373
74876,42549,2687
54578,42550,32683
64327,42551,98504
15254,42552,51985
76281,42553,32956
18639,42554,87872
70661,42555,6521
18904,42556,75945
8257,42557,86151
81288,42558,42520
88518,42559,50340
97969,42560,74303
9566,42561,6809
38162,42562,26973
90275,42563,13580
93135,42564,87738
51077,42565,35969
18112,42566,75228
7208,42567,64486
24806,42568,95182
75641,42569,43103
12072,42570,91824
25572,42571,41941
15171,42572,64890
19892,42573,69868
31015,42574,86270
71835,42575,73938
26475,42576,16954
91928,42577,74904
9708,42578,75671
88911,42579,46555
89392,42580,9057
54983,42581,16964
41395,42582,94049
22024,42583,44570
18242,42584,36220
86339,42585,77422
76533,42586,61507
511,42587,40394
302,42588,59413
96367,42589,77417
99950,42590,45185
36747,42591,43551
23160,42592,21547
53437,42593,88640
18115,42594,65294
44460,42595,72169
53832,42596,15659
61321,42597,68628
11079,42598,77954
46409,42599,63933
61020,42600,20397
53620,42601,36025
30709,42602,92833
51532,42603,40889
46099,42604,99341
82318,42605,89215
29622,42606,54464
20394,42607,27410
78164,42608,44140
95461,42609,18522
16279,42610,25673
86503,42611,17149
92131,42612,49246
41078,42613,11202
20464,42614,58960
2996,42615,72244
822,42616,75417
91842,42617,54628
6521,42618,42700
86585,42619,92476
42925,42620,95950
28813,42621,84063
51880,42622,72738
89604,42623,1381
73006,42624,87700
45828,42625,36040
96234,42626,10341
96292,42627,69662
92542,42628,24871
89408,42629,74469
13148,42630,55650
25489,42631,44745
46467,42632,38258
7362,42633,2606
82017,42634,13814
2216,42635,14608
56755,42636,26811
29850,42637,4713
38231,42638,75710
70821,42639,99621
24976,42640,85959
18389,42641,22367
61823,42642,97743
70126,42643,46396
45995,42644,74120
79520,42645,81834
16989,42646,49299
207,42647,66789
49663,42648,36095
9352,42649,36858
61693,42650,36387
39025,42651,27475
21888,42652,42283
69696,42653,32414
58771,42654,31762
69618,42655,64301
88412,42656,32273
17275,42657,5313
6485,42658,64901
15628,42659,18047
86735,42660,50581
14282,42661,58464
23614,42662,4465
18746,42663,60339
64429,42664,83888
16092,42665,1374
51311,42666,46436
3556,42667,90263
73093,42668,58759
86488,42669,86861
62888,42670,46455
74909,42671,20957
93087,42672,83089
99383,42673,61226
16294,42674,70470
69098,42675,71988
68132,42676,73679
21869,42677,40040
73598,42678,12340
93771,42679,7653
1863,42680,76587
97337,42681,6437
88740,42682,26918
82336,42683,37568
86696,42684,89526
5029,42685,12147
48813,42686,47624
42643,42687,88784
33823,42688,64435
93485,42689,66264
312,42690,3932
48099,42691,47407
83539,42692,53768
18518,42693,3759
65966,42694,41070
90106,42695,40268
19536,42696,92605
6426,42697,22284
30208,42698,96804
72086,42699,87410
54684,42700,1362
76856,42701,1809
72672,42702,16662
29501,42703,60876
89610,42704,40984
44003,42705,15447
50405,42706,30243
59277,42707,44753
29221,42708,10954
71691,42709,9645
2874,42710,21910
19698,42711,66412
49529,42712,83317
27777,42713,52727
59311,42714,17059
5227,42715,42980
25240,42716,37643
228,42717,37174
7651,42718,71840
27716,42719,89027
98566,42720,17924
91518,42721,89244
39665,42722,31289
87624,42723,43940
60389,42724,12103
43831,42725,91009
66431,42726,23032
91810,42727,94769
59012,42728,71861
90219,42729,8212
32231,42730,57645
44325,42731,15853
67810,42732,51281
96966,42733,60845
98511,42734,18066
78102,42735,20022
77196,42736,86335
47020,42737,9003
35751,42738,16779
46752,42739,86865
92436,42740,80928
7675,42741,41333
51430,42742,57026
47564,42743,7505
50702,42744,83772
77910,42745,56744
49475,42746,40220
39588,42747,74156
62399,42748,69353
30019,42749,74484
65882,42750,61309
93709,42751,14592
4489,42752,84955
77843,42753,94760
58063,42754,57578
65073,42755,70407
4311,42756,23040
11919,42757,68154
16052,42758,25698
75540,42759,92113
84766,42760,12588
50036,42761,9132
55751,42762,47234
31682,42763,69407
41454,42764,19199
21986,42765,70189
42145,42766,85231
28883,42767,63084
87674,42768,15427
3820,42769,63875
8290,42770,97834
23780,42771,21654
25370,42772,27036
13172,42773,20183
70,42774,58045
51495,42775,76625
64186,42776,56789
65334,42777,32654
17494,42778,93028
61926,42779,88460
57621,42780,43677
71130,42781,78189
93900,42782,58549
28374,42783,27563
46127,42784,50712
33409,42785,66822
22393,42786,70545
8710,42787,51917
73079,42788,23704
54880,42789,88424
75763,42790,82441
42179,42791,75740
35942,42792,37187
96170,42793,59619
38000,42794,2481
42331,42795,13931
45238,42796,64609
914,42797,27966
42818,42798,21287
38432,42799,94905
58429,42800,17326
30729,42801,93560
52627,42802,92945
20701,42803,84684
9738,42804,82074
17000,42805,13272
67577,42806,92546
59285,42807,1806
95948,42808,32852
18549,42809,95206
51708,42810,72045
59301,42811,19613
58850,42812,96452
91752,42813,17771
70407,42814,53726
63196,42815,58318
80164,42816,82354
25000,42817,89573
38586,42818,75453
70546,42819,28409
94156,42820,54367
76434,42821,13379
84104,42822,88780
52269,42823,49423
49164,42824,30255
93665,42825,17614
373,42826,29463
62648,42827,58973
17541,42828,50215
3208,42829,80147
58530,42830,50704
24232,42831,25846
65938,42832,39851
43150,42833,9802
96383,42834,16272
59130,42835,26485
21722,42836,98967
90325,42837,46854
54569,42838,31044
97251,42839,65499
19406,42840,38756
71406,42841,73073
33359,42842,89491
30818,42843,89660
41908,42844,30915
57766,42845,78944
91244,42846,64004
63009,42847,6802
39295,42848,8082
191,42849,12684
22520,42850,74383
34748,42851,82453
44395,42852,97482
3323,42853,39949
69248,42854,88966
89013,42855,96501
40729,42856,90462
51188,42857,14043
70149,42858,79758
76883,42859,95006
41699,42860,13466
77466,42861,50637
37975,42862,69948
34543,42863,95036
49866,42864,86661
36678,42865,72600
47261,42866,25127
30734,42867,63207
77423,42868,77847
18335,42869,23797
70585,42870,59603
76155,42871,36244
65409,42872,9440
3378,42873,90777
75136,42874,36497
55565,42875,80594
40309,42876,3734
55221,42877,33565
49472,42878,4132
117,42879,90323
46063,42880,10514
34530,42881,35435
81758,42882,90717
56807,42883,45843
50037,42884,11444
18441,42885,25733
96536,42886,11383
91662,42887,44331
17772,42888,90789
78917,42889,52271
23347,42890,13458
56573,42891,57128
11440,42892,35424
67791,42893,42809
92677,42894,61586
26495,42895,35165
25689,42896,36214
7096,42897,69097
27778,42898,79117
26681,42899,41543
87781,42900,3519
39480,42901,8390
5413,42902,38880
34805,42903,24680
59576,42904,22983
86596,42905,86970
23549,42906,54390
92006,42907,39343
19381,42908,76197
31002,42909,43712
51931,42910,18278
68348,42911,92617
61596,42912,93620
92219,42913,56488
82130,42914,72711
33909,42915,19991
92036,42916,25724
24728,42917,66762
12192,42918,76463
25587,42919,63614
54417,42920,47705
48629,42921,34178
56350,42922,78030
43817,42923,60608
82676,42924,53992
42453,42925,60248
61427,42926,30785
12161,42927,11950
82516,42928,89383
1260,42929,76531
46521,42930,70932
42520,42931,44572
38631,42932,72239
21027,42933,98308
16140,42934,53617
10622,42935,50574
29581,42936,46195
77000,42937,17297
94967,42938,20397
87524,42939,62037
37880,42940,80835
57387,42941,97738
80994,42942,53239
26096,42943,98044
87277,42944,49050
63181,42945,6304
93922,42946,939
75641,42947,16357
65326,42948,26738
82166,42949,36587
82694,42950,93618
74723,42951,37063
16409,42952,25870
27120,42953,68692
58441,42954,79033
86883,42955,39852
40932,42956,53834
31615,42957,57042
53848,42958,23830
24988,42959,57231
74487,42960,27219
47944,42961,71110
33114,42962,92146
26350,42963,77176
39714,42964,89586
17280,42965,38333
67739,42966,59433
79534,42967,83157
84795,42968,33167
69588,42969,936
2985,42970,10772
544,42971,5308
39556,42972,14006
52509,42973,43720
70941,42974,4383
64000,42975,87779
49264,42976,7628
40149,42977,81950
19526,42978,7972
29766,42979,60059
60013,42980,55520
24168,42981,63728
38253,42982,5423
22892,42983,36026
54793,42984,35526
510,42985,85342
162,42986,99047
37882,42987,53311
74031,42988,75034
