from,edge,to
856,1142,428
856,1142,428
10,1143,730
10,1143,730
147,1144,976
147,1144,976
499,1145,622
499,1145,622
154,1146,164
154,1146,164
234,1147,445
234,1147,445
426,1148,946
426,1148,946
733,1149,757
733,1149,757
940,1150,564
940,1150,564
160,1151,624
160,1151,624
347,1152,578
347,1152,578
628,1153,208
628,1153,208
916,1154,338
916,1154,338
250,1155,204
250,1155,204
199,1156,121
199,1156,121
926,1157,382
926,1157,382
640,1158,754
640,1158,754
297,1159,493
297,1159,493
976,1160,778
976,1160,778
170,1161,762
170,1161,762
907,1162,88
907,1162,88
492,1163,599
492,1163,599
51,1164,338
51,1164,338
662,1165,944
662,1165,944
22,1166,480
22,1166,480
858,1167,577
858,1167,577
327,1168,949
327,1168,949
321,1169,717
321,1169,717
525,1170,182
525,1170,182
475,1171,377
475,1171,377
922,1172,637
922,1172,637
818,1173,777
818,1173,777
728,1174,396
728,1174,396
868,1175,293
868,1175,293
776,1176,40
776,1176,40
483,1177,132
483,1177,132
27,1178,297
27,1178,297
575,1179,858
575,1179,858
494,1180,30
494,1180,30
860,1181,769
860,1181,769
116,1182,614
116,1182,614
56,1183,9
56,1183,9
539,1184,826
539,1184,826
298,1185,463
298,1185,463
533,1186,133
533,1186,133
220,1187,810
220,1187,810
299,1188,989
299,1188,989
332,1189,116
332,1189,116
29,1190,588
29,1190,588
397,1191,907
397,1191,907
742,1192,800
742,1192,800
559,1193,653
559,1193,653
759,1194,898
759,1194,898
730,1195,38
730,1195,38
138,1196,179
138,1196,179
134,1197,759
134,1197,759
68,1198,872
68,1198,872
767,1199,946
767,1199,946
986,1200,762
986,1200,762
947,1201,913
947,1201,913
945,1202,546
945,1202,546
527,1203,293
527,1203,293
729,1204,941
729,1204,941
551,1205,947
551,1205,947
258,1206,913
258,1206,913
112,1207,980
112,1207,980
746,1208,241
746,1208,241
127,1209,460
127,1209,460
240,1210,455
240,1210,455
68,1211,173
68,1211,173
98,1212,524
98,1212,524
644,1213,426
644,1213,426
927,1214,963
927,1214,963
487,1215,810
487,1215,810
866,1216,526
866,1216,526
851,1217,449
851,1217,449
434,1218,618
434,1218,618
977,1219,170
977,1219,170
761,1220,614
761,1220,614
275,1221,967
275,1221,967
127,1222,539
127,1222,539
408,1223,727
408,1223,727
83,1224,842
83,1224,842
233,1225,632
233,1225,632
258,1226,668
258,1226,668
50,1227,606
50,1227,606
45,1228,335
45,1228,335
869,1229,480
869,1229,480
157,1230,798
157,1230,798
186,1231,507
186,1231,507
803,1232,324
803,1232,324
65,1233,453
65,1233,453
449,1234,228
449,1234,228
106,1235,791
106,1235,791
672,1236,910
672,1236,910
965,1237,419
965,1237,419
817,1238,698
817,1238,698
455,1239,814
455,1239,814
397,1240,981
397,1240,981
550,1241,637
550,1241,637
142,1242,502
142,1242,502
714,1243,286
714,1243,286
873,1244,848
873,1244,848
909,1245,134
909,1245,134
472,1246,326
472,1246,326
851,1247,205
851,1247,205
470,1248,437
470,1248,437
293,1249,390
293,1249,390
200,1250,671
200,1250,671
577,1251,336
577,1251,336
444,1252,976
444,1252,976
904,1253,813
904,1253,813
835,1254,874
835,1254,874
381,1255,280
381,1255,280
942,1256,327
942,1256,327
28,1257,706
28,1257,706
407,1258,630
407,1258,630
527,1259,535
527,1259,535
362,1260,953
362,1260,953
331,1261,544
331,1261,544
273,1262,735
273,1262,735
661,1263,735
661,1263,735
433,1264,915
433,1264,915
221,1265,86
221,1265,86
440,1266,673
440,1266,673
452,1267,596
452,1267,596
875,1268,946
875,1268,946
776,1269,508
776,1269,508
320,1270,206
320,1270,206
384,1271,930
384,1271,930
725,1272,972
725,1272,972
436,1273,420
436,1273,420
313,1274,349
313,1274,349
494,1275,909
494,1275,909
75,1276,806
75,1276,806
715,1277,897
715,1277,897
298,1278,968
298,1278,968
408,1279,477
408,1279,477
499,1280,529
499,1280,529
781,1281,453
781,1281,453
467,1282,251
467,1282,251
41,1283,438
41,1283,438
584,1284,324
584,1284,324
492,1285,725
492,1285,725
877,1286,243
877,1286,243
632,1287,851
632,1287,851
351,1288,986
351,1288,986
871,1289,815
871,1289,815
597,1290,530
597,1290,530
664,1291,436
664,1291,436
538,1292,409
538,1292,409
131,1293,738
131,1293,738
598,1294,607
598,1294,607
285,1295,213
285,1295,213
220,1296,251
220,1296,251
858,1297,746
858,1297,746
981,1298,392
981,1298,392
183,1299,208
183,1299,208
152,1300,856
152,1300,856
636,1301,206
636,1301,206
794,1302,383
794,1302,383
956,1303,901
956,1303,901
940,1304,670
940,1304,670
604,1305,712
604,1305,712
985,1306,309
985,1306,309
451,1307,339
451,1307,339
443,1308,80
443,1308,80
141,1309,83
141,1309,83
54,1310,998
54,1310,998
140,1311,860
140,1311,860
848,1312,705
848,1312,705
978,1313,118
978,1313,118
855,1314,908
855,1314,908
921,1315,296
921,1315,296
796,1316,739
796,1316,739
181,1317,156
181,1317,156
522,1318,918
522,1318,918
106,1319,379
106,1319,379
567,1320,752
567,1320,752
669,1321,387
669,1321,387
833,1322,671
833,1322,671
749,1323,748
749,1323,748
714,1324,329
714,1324,329
584,1325,775
584,1325,775
904,1326,256
904,1326,256
114,1327,716
114,1327,716
249,1328,217
249,1328,217
539,1329,808
539,1329,808
310,1330,369
310,1330,369
619,1331,40
619,1331,40
929,1332,618
929,1332,618
609,1333,677
609,1333,677
69,1334,638
69,1334,638
328,1335,664
328,1335,664
38,1336,240
38,1336,240
668,1337,879
668,1337,879
236,1338,593
236,1338,593
881,1339,46
881,1339,46
531,1340,208
531,1340,208
46,1341,962
46,1341,962
469,1342,20
469,1342,20
85,1343,305
85,1343,305
845,1344,505
845,1344,505
548,1345,187
548,1345,187
932,1346,743
932,1346,743
559,1347,836
559,1347,836
351,1348,480
351,1348,480
494,1349,608
494,1349,608
791,1350,24
791,1350,24
940,1351,76
940,1351,76
861,1352,525
861,1352,525
801,1353,107
801,1353,107
995,1354,833
995,1354,833
403,1355,954
403,1355,954
538,1356,887
538,1356,887
756,1357,741
756,1357,741
242,1358,369
242,1358,369
559,1359,124
559,1359,124
677,1360,410
677,1360,410
533,1361,535
533,1361,535
778,1362,840
778,1362,840
673,1363,226
673,1363,226
695,1364,825
695,1364,825
288,1365,634
288,1365,634
697,1366,664
697,1366,664
495,1367,271
495,1367,271
619,1368,132
619,1368,132
260,1369,21
260,1369,21
682,1370,145
682,1370,145
712,1371,341
712,1371,341
129,1372,593
129,1372,593
977,1373,549
977,1373,549
485,1374,169
485,1374,169
797,1375,746
797,1375,746
938,1376,218
938,1376,218
530,1377,139
530,1377,139
915,1378,713
915,1378,713
437,1379,439
437,1379,439
264,1380,788
264,1380,788
24,1381,686
24,1381,686
724,1382,298
724,1382,298
913,1383,580
913,1383,580
266,1384,293
266,1384,293
153,1385,629
153,1385,629
683,1386,905
683,1386,905
266,1387,45
266,1387,45
315,1388,493
315,1388,493
665,1389,161
665,1389,161
722,1390,428
722,1390,428
378,1391,154
378,1391,154
998,1392,486
998,1392,486
347,1393,129
347,1393,129
11,1394,905
11,1394,905
492,1395,44
492,1395,44
669,1396,289
669,1396,289
739,1397,914
739,1397,914
623,1398,296
623,1398,296
68,1399,858
68,1399,858
402,1400,595
402,1400,595
365,1401,141
365,1401,141
752,1402,6
752,1402,6
846,1403,653
846,1403,653
7,1404,580
7,1404,580
910,1405,249
910,1405,249
527,1406,238
527,1406,238
82,1407,599
82,1407,599
306,1408,596
306,1408,596
821,1409,469
821,1409,469
482,1410,933
482,1410,933
321,1411,317
321,1411,317
148,1412,477
148,1412,477
186,1413,261
186,1413,261
54,1414,857
54,1414,857
918,1415,270
918,1415,270
456,1416,280
456,1416,280
953,1417,462
953,1417,462
880,1418,411
880,1418,411
120,1419,366
120,1419,366
510,1420,819
510,1420,819
139,1421,755
139,1421,755
485,1422,987
485,1422,987
917,1423,884
917,1423,884
858,1424,679
858,1424,679
813,1425,740
813,1425,740
530,1426,477
530,1426,477
667,1427,313
667,1427,313
804,1428,916
804,1428,916
759,1429,833
759,1429,833
648,1430,112
648,1430,112
581,1431,329
581,1431,329
432,1432,96
432,1432,96
513,1433,40
513,1433,40
796,1434,798
796,1434,798
191,1435,593
191,1435,593
721,1436,527
721,1436,527
337,1437,642
337,1437,642
534,1438,123
534,1438,123
130,1439,172
130,1439,172
963,1440,228
963,1440,228
850,1441,217
850,1441,217
172,1442,121
172,1442,121
184,1443,337
184,1443,337
392,1444,935
392,1444,935
544,1445,962
544,1445,962
98,1446,695
98,1446,695
164,1447,62
164,1447,62
234,1448,928
234,1448,928
747,1449,602
747,1449,602
513,1450,624
513,1450,624
260,1451,243
260,1451,243
972,1452,615
972,1452,615
641,1453,724
641,1453,724
923,1454,363
923,1454,363
276,1455,500
276,1455,500
693,1456,585
693,1456,585
574,1457,897
574,1457,897
251,1458,855
251,1458,855
375,1459,859
375,1459,859
586,1460,448
586,1460,448
480,1461,201
480,1461,201
437,1462,68
437,1462,68
889,1463,977
889,1463,977
416,1464,607
416,1464,607
776,1465,425
776,1465,425
138,1466,334
138,1466,334
969,1467,116
969,1467,116
801,1468,210
801,1468,210
482,1469,272
482,1469,272
538,1470,277
538,1470,277
158,1471,786
158,1471,786
981,1472,11
981,1472,11
327,1473,577
327,1473,577
112,1474,404
112,1474,404
60,1475,452
60,1475,452
446,1476,704
446,1476,704
270,1477,2
270,1477,2
637,1478,524
637,1478,524
687,1479,764
687,1479,764
978,1480,798
978,1480,798
33,1481,384
33,1481,384
164,1482,44
164,1482,44
206,1483,349
206,1483,349
559,1484,467
559,1484,467
400,1485,437
400,1485,437
964,1486,704
964,1486,704
555,1487,442
555,1487,442
51,1488,472
51,1488,472
760,1489,521
760,1489,521
484,1490,145
484,1490,145
742,1491,840
742,1491,840
226,1492,945
226,1492,945
362,1493,881
362,1493,881
957,1494,352
957,1494,352
854,1495,618
854,1495,618
371,1496,156
371,1496,156
387,1497,196
387,1497,196
365,1498,5
365,1498,5
155,1499,889
155,1499,889
961,1500,28
961,1500,28
655,1501,805
655,1501,805
39,1502,182
39,1502,182
898,1503,84
898,1503,84
743,1504,67
743,1504,67
549,1505,291
549,1505,291
724,1506,143
724,1506,143
947,1507,883
947,1507,883
725,1508,373
725,1508,373
572,1509,50
572,1509,50
153,1510,722
153,1510,722
336,1511,9
336,1511,9
716,1512,821
716,1512,821
837,1513,582
837,1513,582
859,1514,55
859,1514,55
263,1515,785
263,1515,785
545,1516,197
545,1516,197
728,1517,855
728,1517,855
774,1518,752
774,1518,752
19,1519,572
19,1519,572
339,1520,208
339,1520,208
607,1521,310
607,1521,310
237,1522,646
237,1522,646
301,1523,627
301,1523,627
808,1524,580
808,1524,580
451,1525,250
451,1525,250
148,1526,60
148,1526,60
788,1527,849
788,1527,849
294,1528,844
294,1528,844
720,1529,384
720,1529,384
157,1530,443
157,1530,443
387,1531,752
387,1531,752
833,1532,805
833,1532,805
455,1533,829
455,1533,829
987,1534,771
987,1534,771
65,1535,357
65,1535,357
647,1536,938
647,1536,938
611,1537,866
611,1537,866
778,1538,168
778,1538,168
42,1539,600
42,1539,600
529,1540,575
529,1540,575
325,1541,459
325,1541,459
327,1542,653
327,1542,653
285,1543,175
285,1543,175
62,1544,303
62,1544,303
159,1545,579
159,1545,579
261,1546,20
261,1546,20
861,1547,977
861,1547,977
694,1548,538
694,1548,538
986,1549,516
986,1549,516
568,1550,685
568,1550,685
28,1551,351
28,1551,351
34,1552,690
34,1552,690
141,1553,102
141,1553,102
673,1554,996
673,1554,996
718,1555,387
718,1555,387
904,1556,230
904,1556,230
377,1557,102
377,1557,102
757,1558,986
757,1558,986
737,1559,677
737,1559,677
1000,1560,180
1000,1560,180
299,1561,358
299,1561,358
341,1562,360
341,1562,360
965,1563,751
965,1563,751
944,1564,813
944,1564,813
256,1565,702
256,1565,702
261,1566,398
261,1566,398
530,1567,561
530,1567,561
689,1568,678
689,1568,678
650,1569,26
650,1569,26
840,1570,558
840,1570,558
161,1571,303
161,1571,303
247,1572,304
247,1572,304
482,1573,465
482,1573,465
358,1574,37
358,1574,37
362,1575,250
362,1575,250
238,1576,85
238,1576,85
561,1577,701
561,1577,701
669,1578,889
669,1578,889
562,1579,16
562,1579,16
975,1580,188
975,1580,188
386,1581,205
386,1581,205
762,1582,259
762,1582,259
570,1583,501
570,1583,501
742,1584,747
742,1584,747
561,1585,453
561,1585,453
956,1586,217
956,1586,217
399,1587,962
399,1587,962
731,1588,951
731,1588,951
215,1589,516
215,1589,516
252,1590,931
252,1590,931
906,1591,864
906,1591,864
597,1592,736
597,1592,736
156,1593,15
156,1593,15
92,1594,972
92,1594,972
403,1595,913
403,1595,913
475,1596,162
475,1596,162
375,1597,185
375,1597,185
603,1598,341
603,1598,341
320,1599,44
320,1599,44
353,1600,526
353,1600,526
373,1601,905
373,1601,905
186,1602,158
186,1602,158
882,1603,862
882,1603,862
667,1604,854
667,1604,854
356,1605,451
356,1605,451
547,1606,262
547,1606,262
114,1607,959
114,1607,959
1000,1608,519
1000,1608,519
795,1609,598
795,1609,598
830,1610,589
830,1610,589
95,1611,827
95,1611,827
390,1612,187
390,1612,187
308,1613,119
308,1613,119
778,1614,932
778,1614,932
37,1615,219
37,1615,219
273,1616,365
273,1616,365
375,1617,990
375,1617,990
124,1618,571
124,1618,571
42,1619,131
42,1619,131
465,1620,440
465,1620,440
987,1621,383
987,1621,383
232,1622,474
232,1622,474
918,1623,161
918,1623,161
373,1624,327
373,1624,327
713,1625,539
713,1625,539
503,1626,18
503,1626,18
417,1627,646
417,1627,646
378,1628,510
378,1628,510
469,1629,81
469,1629,81
598,1630,46
598,1630,46
789,1631,66
789,1631,66
752,1632,632
752,1632,632
380,1633,433
380,1633,433
884,1634,66
884,1634,66
686,1635,651
686,1635,651
993,1636,206
993,1636,206
620,1637,473
620,1637,473
281,1638,713
281,1638,713
163,1639,473
163,1639,473
8,1640,348
8,1640,348
425,1641,716
425,1641,716
473,1642,348
473,1642,348
749,1643,143
749,1643,143
486,1644,300
486,1644,300
805,1645,870
805,1645,870
64,1646,871
64,1646,871
868,1647,887
868,1647,887
275,1648,862
275,1648,862
37,1649,998
37,1649,998
64,1650,238
64,1650,238
788,1651,122
788,1651,122
266,1652,42
266,1652,42
526,1653,26
526,1653,26
145,1654,245
145,1654,245
858,1655,371
858,1655,371
886,1656,961
886,1656,961
614,1657,73
614,1657,73
68,1658,330
68,1658,330
713,1659,345
713,1659,345
833,1660,849
833,1660,849
778,1661,831
778,1661,831
887,1662,603
887,1662,603
283,1663,11
283,1663,11
635,1664,470
635,1664,470
219,1665,362
219,1665,362
401,1666,870
401,1666,870
655,1667,205
655,1667,205
14,1668,680
14,1668,680
285,1669,689
285,1669,689
227,1670,642
227,1670,642
304,1671,696
304,1671,696
917,1672,759
917,1672,759
552,1673,403
552,1673,403
998,1674,577
998,1674,577
682,1675,588
682,1675,588
896,1676,984
896,1676,984
465,1677,823
465,1677,823
15,1678,948
15,1678,948
576,1679,713
576,1679,713
328,1680,599
328,1680,599
728,1681,929
728,1681,929
277,1682,30
277,1682,30
353,1683,514
353,1683,514
578,1684,538
578,1684,538
590,1685,857
590,1685,857
972,1686,891
972,1686,891
656,1687,87
656,1687,87
994,1688,343
994,1688,343
488,1689,6
488,1689,6
949,1690,734
949,1690,734
269,1691,562
269,1691,562
289,1692,964
289,1692,964
969,1693,523
969,1693,523
512,1694,727
512,1694,727
731,1695,488
731,1695,488
1000,1696,592
1000,1696,592
689,1697,265
689,1697,265
468,1698,824
468,1698,824
927,1699,380
927,1699,380
912,1700,301
912,1700,301
90,1701,865
90,1701,865
458,1702,782
458,1702,782
22,1703,761
22,1703,761
303,1704,508
303,1704,508
227,1705,734
227,1705,734
798,1706,108
798,1706,108
234,1707,897
234,1707,897
37,1708,516
37,1708,516
417,1709,511
417,1709,511
712,1710,366
712,1710,366
127,1711,363
127,1711,363
516,1712,129
516,1712,129
654,1713,836
654,1713,836
479,1714,636
479,1714,636
300,1715,10
300,1715,10
242,1716,365
242,1716,365
137,1717,474
137,1717,474
152,1718,220
152,1718,220
382,1719,266
382,1719,266
366,1720,70
366,1720,70
164,1721,156
164,1721,156
207,1722,879
207,1722,879
551,1723,990
551,1723,990
409,1724,668
409,1724,668
906,1725,888
906,1725,888
178,1726,934
178,1726,934
74,1727,959
74,1727,959
52,1728,207
52,1728,207
406,1729,426
406,1729,426
411,1730,773
411,1730,773
910,1731,804
910,1731,804
585,1732,800
585,1732,800
581,1733,157
581,1733,157
392,1734,540
392,1734,540
67,1735,888
67,1735,888
750,1736,455
750,1736,455
161,1737,490
161,1737,490
457,1738,251
457,1738,251
7,1739,461
7,1739,461
481,1740,68
481,1740,68
956,1741,853
956,1741,853
934,1742,564
934,1742,564
22,1743,311
22,1743,311
272,1744,941
272,1744,941
583,1745,801
583,1745,801
684,1746,562
684,1746,562
772,1747,975
772,1747,975
805,1748,690
805,1748,690
639,1749,981
639,1749,981
927,1750,58
927,1750,58
333,1751,852
333,1751,852
993,1752,173
993,1752,173
413,1753,76
413,1753,76
771,1754,684
771,1754,684
832,1755,286
832,1755,286
847,1756,481
847,1756,481
479,1757,850
479,1757,850
427,1758,401
427,1758,401
770,1759,700
770,1759,700
983,1760,356
983,1760,356
898,1761,297
898,1761,297
309,1762,561
309,1762,561
378,1763,812
378,1763,812
961,1764,4
961,1764,4
694,1765,70
694,1765,70
890,1766,355
890,1766,355
940,1767,456
940,1767,456
528,1768,124
528,1768,124
208,1769,873
208,1769,873
659,1770,123
659,1770,123
388,1771,89
388,1771,89
436,1772,942
436,1772,942
118,1773,200
118,1773,200
151,1774,959
151,1774,959
332,1775,712
332,1775,712
686,1776,193
686,1776,193
71,1777,147
71,1777,147
482,1778,731
482,1778,731
884,1779,208
884,1779,208
490,1780,675
490,1780,675
401,1781,646
401,1781,646
852,1782,248
852,1782,248
533,1783,979
533,1783,979
946,1784,839
946,1784,839
250,1785,93
250,1785,93
462,1786,141
462,1786,141
202,1787,16
202,1787,16
567,1788,519
567,1788,519
505,1789,185
505,1789,185
408,1790,176
408,1790,176
491,1791,582
491,1791,582
381,1792,339
381,1792,339
774,1793,417
774,1793,417
245,1794,532
245,1794,532
165,1795,659
165,1795,659
870,1796,128
870,1796,128
932,1797,210
932,1797,210
13,1798,655
13,1798,655
369,1799,972
369,1799,972
708,1800,335
708,1800,335
630,1801,309
630,1801,309
675,1802,567
675,1802,567
583,1803,528
583,1803,528
512,1804,789
512,1804,789
622,1805,402
622,1805,402
13,1806,975
13,1806,975
354,1807,327
354,1807,327
410,1808,455
410,1808,455
841,1809,394
841,1809,394
939,1810,305
939,1810,305
419,1811,769
419,1811,769
660,1812,965
660,1812,965
190,1813,32
190,1813,32
664,1814,910
664,1814,910
136,1815,791
136,1815,791
646,1816,758
646,1816,758
2,1817,26
2,1817,26
764,1818,916
764,1818,916
440,1819,272
440,1819,272
2,1820,485
2,1820,485
66,1821,918
66,1821,918
168,1822,646
168,1822,646
672,1823,11
672,1823,11
141,1824,696
141,1824,696
409,1825,609
409,1825,609
825,1826,171
825,1826,171
373,1827,120
373,1827,120
128,1828,64
128,1828,64
210,1829,164
210,1829,164
591,1830,435
591,1830,435
38,1831,640
38,1831,640
889,1832,521
889,1832,521
280,1833,218
280,1833,218
918,1834,611
918,1834,611
956,1835,808
956,1835,808
698,1836,833
698,1836,833
602,1837,133
602,1837,133
851,1838,351
851,1838,351
224,1839,237
224,1839,237
124,1840,698
124,1840,698
170,1841,647
170,1841,647
971,1842,649
971,1842,649
595,1843,699
595,1843,699
869,1844,500
869,1844,500
477,1845,566
477,1845,566
922,1846,713
922,1846,713
569,1847,274
569,1847,274
539,1848,647
539,1848,647
174,1849,351
174,1849,351
527,1850,400
527,1850,400
933,1851,271
933,1851,271
206,1852,131
206,1852,131
123,1853,515
123,1853,515
706,1854,807
706,1854,807
89,1855,819
89,1855,819
381,1856,579
381,1856,579
778,1857,737
778,1857,737
730,1858,670
730,1858,670
579,1859,667
579,1859,667
847,1860,315
847,1860,315
783,1861,507
783,1861,507
790,1862,871
790,1862,871
787,1863,669
787,1863,669
651,1864,15
651,1864,15
98,1865,550
98,1865,550
986,1866,272
986,1866,272
989,1867,952
989,1867,952
730,1868,13
730,1868,13
774,1869,455
774,1869,455
643,1870,475
643,1870,475
944,1871,226
944,1871,226
839,1872,258
839,1872,258
647,1873,183
647,1873,183
299,1874,82
299,1874,82
972,1875,311
972,1875,311
778,1876,592
778,1876,592
650,1877,401
650,1877,401
881,1878,155
881,1878,155
373,1879,622
373,1879,622
249,1880,169
249,1880,169
319,1881,401
319,1881,401
644,1882,419
644,1882,419
717,1883,886
717,1883,886
806,1884,252
806,1884,252
918,1885,802
918,1885,802
906,1886,118
906,1886,118
610,1887,943
610,1887,943
507,1888,978
507,1888,978
526,1889,776
526,1889,776
705,1890,654
705,1890,654
443,1891,821
443,1891,821
613,1892,784
613,1892,784
320,1893,297
320,1893,297
649,1894,598
649,1894,598
309,1895,974
309,1895,974
703,1896,780
703,1896,780
990,1897,707
990,1897,707
699,1898,566
699,1898,566
30,1899,201
30,1899,201
145,1900,502
145,1900,502
731,1901,920
731,1901,920
794,1902,889
794,1902,889
873,1903,915
873,1903,915
690,1904,604
690,1904,604
958,1905,53
958,1905,53
668,1906,200
668,1906,200
8,1907,749
8,1907,749
391,1908,704
391,1908,704
479,1909,624
479,1909,624
237,1910,809
237,1910,809
26,1911,367
26,1911,367
207,1912,892
207,1912,892
704,1913,134
704,1913,134
80,1914,534
80,1914,534
147,1915,543
147,1915,543
580,1916,952
580,1916,952
219,1917,963
219,1917,963
729,1918,54
729,1918,54
900,1919,252
900,1919,252
47,1920,596
47,1920,596
566,1921,777
566,1921,777
996,1922,676
996,1922,676
699,1923,481
699,1923,481
841,1924,974
841,1924,974
572,1925,964
572,1925,964
620,1926,327
620,1926,327
532,1927,734
532,1927,734
375,1928,903
375,1928,903
881,1929,285
881,1929,285
852,1930,409
852,1930,409
922,1931,415
922,1931,415
905,1932,748
905,1932,748
439,1933,52
439,1933,52
944,1934,71
944,1934,71
176,1935,757
176,1935,757
42,1936,261
42,1936,261
207,1937,20
207,1937,20
32,1938,700
32,1938,700
171,1939,639
171,1939,639
199,1940,289
199,1940,289
910,1941,709
910,1941,709
361,1942,235
361,1942,235
236,1943,63
236,1943,63
962,1944,140
962,1944,140
565,1945,681
565,1945,681
933,1946,3
933,1946,3
209,1947,44
209,1947,44
389,1948,849
389,1948,849
24,1949,585
24,1949,585
432,1950,294
432,1950,294
359,1951,490
359,1951,490
203,1952,677
203,1952,677
89,1953,471
89,1953,471
31,1954,565
31,1954,565
341,1955,757
341,1955,757
32,1956,295
32,1956,295
484,1957,9
484,1957,9
740,1958,762
740,1958,762
732,1959,41
732,1959,41
104,1960,56
104,1960,56
710,1961,796
710,1961,796
807,1962,979
807,1962,979
892,1963,72
892,1963,72
848,1964,50
848,1964,50
627,1965,730
627,1965,730
747,1966,177
747,1966,177
877,1967,553
877,1967,553
792,1968,575
792,1968,575
750,1969,712
750,1969,712
32,1970,473
32,1970,473
41,1971,654
41,1971,654
173,1972,125
173,1972,125
568,1973,598
568,1973,598
276,1974,557
276,1974,557
893,1975,107
893,1975,107
743,1976,607
743,1976,607
692,1977,179
692,1977,179
89,1978,296
89,1978,296
20,1979,369
20,1979,369
266,1980,689
266,1980,689
737,1981,7
737,1981,7
371,1982,466
371,1982,466
936,1983,357
936,1983,357
709,1984,175
709,1984,175
843,1985,193
843,1985,193
91,1986,321
91,1986,321
945,1987,635
945,1987,635
317,1988,32
317,1988,32
318,1989,933
318,1989,933
972,1990,454
972,1990,454
860,1991,228
860,1991,228
890,1992,500
890,1992,500
713,1993,487
713,1993,487
631,1994,694
631,1994,694
556,1995,235
556,1995,235
659,1996,501
659,1996,501
778,1997,951
778,1997,951
700,1998,367
700,1998,367
510,1999,875
510,1999,875
883,2000,144
883,2000,144
